3540, "2016/1/2 23:6:19", 23.31
3550, "2016/1/255 255:255:255", nan
3560, "2016/1/2 23:29:4", 23.31
3570, "2016/1/2 23:40:27", 23.31
3580, "2016/1/2 23:92:155", 23.16
3590, "2016/1/3 0:3:12", 23.20
3600, "2016/1/3 0:14:35", 23.20
3610, "2016/1/3 0:25:58", nan
3620, "2016/1/3 0:37:21", 23.20
3630, "2016/1/3 0:48:43", 23.09
3640, "2016/1/3 1:0:6", 23.09
3650, "2016/1/3 1:11:29", 23.09
3660, "2016/1/3 1:22:51", 23.09
3670, "2016/1/3 1:34:14", 22.99
3680, "2016/1/3 1:45:37", 22.99
3690, "2016/1/3 1:56:59", 22.99
3700, "2016/1/3 2:8:22", 22.88
3710, "2016/1/53 52:114:43", 22.91
3720, "2016/1/3 2:31:7", 22.88
3730, "2016/1/3 2:42:30", 22.88
3740, "2016/1/3 2:255:255", nan
3750, "2016/1/3 3:5:15", 22.77
3760, "2016/1/3 3:16:37", 22.77
3770, "2016/1/3 3:28:0", 22.78
3780, "2016/1/3 3:39:23", 22.77
3790, "2016/1/3 3:50:45", 22.77
3800, "2016/1/3 4:2:8", nan
3810, "2016/1/3 4:13:30", 22.77
3820, "2016/1/3 4:24:53", 22.88
3830, "2016/1/3 4:36:15", 22.88
3840, "2003/5/21 46:97:191", 22.91
3850, "2016/1/3 4:59:1", 22.99
3860, "2016/1/3 5:10:23", 23.09
3870, "2016/1/255 255:255:255", nan
3880, "2016/1/3 5:33:9", 23.31
3890, "2016/1/3 5:44:32", 23.39
3900, "2016/1/3 5:75:47", 23.41
3910, "2016/1/3 6:7:17", 23.42
3920, "2016/1/3 6:18:40", 23.52
3930, "2016/1/3 6:30:3", nan
3940, "2016/1/3 6:41:26", 23.63
3950, "2016/1/3 6:52:49", 23.71
3960, "2016/1/3 7:4:12", 23.74
3970, "2016/1/3 7:15:34", 23.85
3980, "2016/1/3 7:26:57", 23.85
3990, "2016/1/3 7:38:20", 23.95
4000, "2016/1/3 7:49:43", 23.95
4010, "2016/1/3 8:1:6", 23.95
4020, "2016/1/3 8:12:29", 24.06
4030, "2016/1/58 2:42:87", 24.03
4040, "2016/1/3 8:35:16", 24.17
4050, "2016/1/3 8:46:39", 24.17
4060, "2016/1/3 8:255:255", nan
4070, "2016/1/3 9:9:25", 24.17
4080, "2016/1/3 9:20:48", 24.27
4090, "2016/1/3 9:32:11", 24.28
4100, "2016/1/3 9:43:34", 24.27
4110, "2016/1/3 9:54:57", 24.27
4120, "2016/1/3 10:6:20", nan
